Index Type	Index Volume	Index Page	Entry Order	Subject	Type	Detail	Detail Prefix Added	Citation Order	Citation Law Type	Citation Year	Citation Session	Citation Session Type	Citation Volume	Citation Page	Citation Page Range	Citation Chapter	Citation Bill Type	Citation Bill Number
Va. Acts Index	1960-1965	8	4	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Property Records and Insurance, Bureau of; continuing, powers, creating Insurance Advisory Board and Insurance Reserve Trust Fund. Adding §§ 2-77.10, 2-77.11 and 2-77.12; repealing § 2-61.1	f	1	Va. Acts	1962				266		178	H.B.	285
Va. Acts Index	1960-1965	8	5	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Publications of State agencies; copies to State Library and Department of Purchases and Supply, additional copies, records kept by agencies, publication and distribution of catalog of State publications by State Librarian, Repealing §§ 42-53, 42-54 and 42-55, relating to furnishing copies of publications to State Library, penalty for violation	f	1	Va. Acts	1964				513		303	S.B.	192
Va. Acts Index	1960-1965	8	6	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Purchases and Supply, Department of; appeals from the Director, creating the Board of Purchases and Supply, abolishing the Board of Accounts and Purchases. Amending §§ 2-222 and 2-267; adding § 2-211.1; repealing § 2-161.1.	f	1	Va. Acts	1960				279		215	H.B.	179
Va. Acts Index	1960-1965	8	7	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Purchases and supply; governing bodies of counties, cities and towns or other political subdivisions may request permission from Director of the Department of Purchases and Supply to use facilities of the central warehouse maintained by the Department. Amending § 2-262	f	1	Va. Acts	1964				106		71	H.B.	252
Va. Acts Index	1960-1965	8	8	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Records and papers, State; State Librarian photographing, microphotographing, microfilming and storing at request of heads of departments and agencies; Library Board to conduct a program to facilitate. Amending § 2-5; adding §§ 42-58.1 and 42-59.1.	f	1	Va. Acts	1962				369		256	H.B.	129
Va. Acts Index	1960-1965	8	9	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Reports of the decisions of the Supreme Court of Appeals; distribution to include retired judges of courts of record. Amending § 2-244	f	1	Va. Acts	1964				15		8	S.B.	3
Va. Acts Index	1960-1965	8	10	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Special policemen; United States government clerk acting under appointment by court or judge. Amending § 2-29	f	1	Va. Acts	1960				46		39	H.B.	57
Va. Acts Index	1960-1965	8	11	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	State institutions and public corporations whose funds and property are owned by Commonwealth authorized to convey to Department of Highways such lands as may be necessary for highways; disposition of proceeds. Adding § 2-4.4.	f	1	Va. Acts	1962				857		534	H.B.	542
Va. Acts Index	1960-1965	8	12	ADMISSIONS TAX	Citation	Athletic Commission, Virginia; tax on admission charges and moneys received from subscriptions for showing of closed circuit and telecasts of boxing, sparring, etc. Adding § 9-29.1.	f	1	Va. Acts	1962				141		75	S.B.	46
Va. Acts Index	1960-1965	8	13	ADOPTION	Citation	Investigation, visitations, omission of probationary period in certain instances, final order of adoption and disposition of reports. Amending §§ 63-349, 63-352 through 63-356 and 63-360	f	1	Va. Acts	1964				697		429	H.B.	278
Va. Acts Index	1960-1965	8	14	ADOPTION	Citation	Juvenile and domestic relations courts; decree as to minor child, validating consent to adoption by local welfare boards. Amending § 16.1-178	f	1	Va. Acts	1962				510		369	S.B.	229
Va. Acts Index	1960-1965	9	1	ADOPTION	Citation	Juvenile delinquents; court taking custody and committing to local boards of welfare; authorizing local public welfare boards and licensed child placing agencies to place for adoption certain children, required consent. Amending §§ 16.1-178, 63-73, 63-241 and 63-351	f	1	Va. Acts	1960				392		331	S.B.	147
Va. Acts Index	1960-1965	9	2	ADOPTION	Citation	Proceedings, preliminary investigations, parental consent, omission of probationary period in certain cases, final order of adoption. Amending §§ 63-349, 63-351, 63-354, 63-355 and 63-356	f	1	Va. Acts	1962				923		603	H.B.	722
Va. Acts Index	1960-1965	9	3	ADOPTION	Citation	Single petition sufficient for concurrent adoption by same petitioners of two or more children with same natural parent or parents. Amending § 63-348	f	1	Va. Acts	1964				726		459	H.B.	413
Va. Acts Index	1960-1965	9	4	ADVERTISING AND ADVERTISEMENTS	Citation	Advertising, outdoor; defining "Protected Areas", and excepting from certain provisions. Amending §§ 33-298 and 33-317.1; repealing § 33-317.3.	f	1	Va. Acts	1962				261		176	H.B.	131
Va. Acts Index	1960-1965	9	5	ADVERTISING AND ADVERTISEMENTS	Citation	Advertising, outdoor; definitions, signs, etc.; special provisions pertaining to National System of Interstate and Defense Highways. Amending §§ 33-298, 33-302, 33-317 and 33-321; adding §§ 33-317.1, 33-317.2 and 33-317.3.	f	1	Va. Acts	1960				640		406	H.B.	151
Va. Acts Index	1960-1965	9	6	ADVERTISING AND ADVERTISEMENTS	Citation	Advertising, outdoor; license fees, increasing, distribution of revenues. Amending §§ 33-303, 33-308 and 33-322	f	1	Va. Acts	1964				902		619	H.B.	797
Va. Acts Index	1960-1965	9	7	ADVERTISING AND ADVERTISEMENTS	Citation	Alcoholic beverages; manufacturer or wholesaler not to have interest in retail sales, cleaning or servicing equipment, sale of gas or ice, renting, etc., bottle or can openers, exempting selling bottle or can opener having certain advertising matter. Amending § 4-115	f	1	Va. Acts	1962				143		79	H.B.	227
Va. Acts Index	1960-1965	9	8	ADVERTISING AND ADVERTISEMENTS	Citation	Alcoholic beverages; manufacturers, etc., not to have interest in retail business, etc., exempting selling bottle or can opener containing advertising matter. Amending § 4-79	f	1	Va. Acts	1962				98		62	H.B.	209
Va. Acts Index	1960-1965	9	9	ADVERTISING AND ADVERTISEMENTS	Citation	Auditorium, city owned; expenditure of public funds to promote use in cities of Richmond and Norfolk	f	1	Va. Acts	1964				779		508	H.B.	530
Va. Acts Index	1960-1965	9	10	ADVERTISING AND ADVERTISEMENTS	Citation	Deceptive and misleading practices; remedies and penalties. Adding §§ 18.1-131.1 through 18.1-131.8.	f	1	Va. Acts	1964				580		372	S.B.	355
Va. Acts Index	1960-1965	9	11	ADVERTISING AND ADVERTISEMENTS	Citation	Outdoor advertising; Virginia Advisory Legislative Council to study the control and regulation	f	1	Va. Acts	1964				1146			H.J.R.	73
Va. Acts Index	1960-1965	9	12	ADVISORY COUNCIL ON THE VIRGINIA ECONOMY	Citation	Transferring duties to the Division in the office of the Governor, and relieving the Department of Conservation and Economic Development. Amending §§ 10-12, 10-128, 10-130, 10-131 and 10-132; repealing §§ 10-122, 10-124 and 10-125	f	1	Va. Acts	1962				492		355	S.B.	205
Va. Acts Index	1960-1965	9	13	ADVISORY HOSPITAL COUNCIL	Citation	Hospital Survey and Construction Law, State; definition of "The Federal Act" includes acts of Congress providing federal funds for hospital construction; deletes provision for incumbency of chairman of Council. Amending §§ 32-197 and 32-200	f	1	Va. Acts	1964				229		161	S.B.	37
Va. Acts Index	1960-1965	9	14	AGRICULTURE AND IMMIGRATION, STATE DEPARTMENT OF	Citation	Apple Commission, Virginia State; definitions and establishment of districts for purposes of representation on Commission, and basis of representation. Amending §§ 3-513 and 3-514; adding §§ 3-513.1 and 3-513.2.	f	1	Va. Acts	1964				852		578	H.B.	692
Va. Acts Index	1960-1965	10	1	AGRICULTURE AND IMMIGRATION, STATE DEPARTMENT OF	Citation	Constitutional amendment; Agriculture and Immigration (first reference). Amending Sections 143, 145 and 146 of Article X.	f	1	Va. Acts	1964				1134		659	H.J.R.	10
Va. Acts Index	1960-1965	10	2	AGRICULTURE AND IMMIGRATION, STATE DEPARTMENT OF	Citation	Hazardous household substances; definitions, rules and regulations governing distribution, sale and packaging, penalties for violations. Adding §§ 3-208.48 through 3-208.59	f	1	Va. Acts	1964				190		128	H.B.	138
Va. Acts Index	1960-1965	10	3	AGRICULTURE AND IMMIGRATION, STATE DEPARTMENT OF	Citation	Plant Pest Act; pest control of trees and crops, definitions, powers and duties of Commissioner of Agriculture and Immigration. Adding §§ 3-178.1 through 3-178.23; repealing §§ 3-151 through 3-178	f	1	Va. Acts	1964				746		476	H.B.	460
Va. Acts Index	1960-1965	10	4	AGRICULTURE AND IMMIGRATION, STATE DEPARTMENT OF	Citation	Poultry and poultry products; referendum for levy of tax, duties of Department of Agriculture and Immigration in connection with, expenditure of revenue; establishing the Virginia Poultry Products Commission, members, terms, duties, etc.	f	1	Va. Acts	1964				927		627	H.B.	809
Va. Acts Index	1960-1965	10	5	AGRICULTURE AND IMMIGRATION, STATE DEPARTMENT OF	Citation	Soybean Cyst Nemotode infestation; appropriation to Department of Agriculture and Immigration for crop pest control	f	1	Va. Acts	1960				202		190	H.B.	485
Va. Acts Index	1960-1965	10	6	AGRICULTURE AND IMMIGRATION, STATE DEPARTMENT OF	Citation	Sweet potatoes; referendum for levy of tax, duties of State Board of Agriculture in connection with, expenditure of revenue; establishing Virginia Sweet Potato Commission, members, terms, duties, etc.	f	1	Va. Acts	1964				861		587	H.B.	727
Va. Acts Index	1960-1965	10	7	AGRICULTURE AND IMMIGRATION, STATE DEPARTMENT OF	Citation	Testing samples of manufactured, processed or natural products delivered to laboratories operated by the Department of Agriculture and Immigration; collection and disposition of fees. Adding §§ 3-13.1 and 3-13.2.	f	1	Va. Acts	1964				231		163	S.B.	91
Va. Acts Index	1960-1965	10	8	AGRICULTURE AND IMMIGRATION, STATE DEPARTMENT OF	Citation	Weights and measures; revising and recodifying provisions. Adding §§ 3-708.1 through 3-708.53; repealing §§ 59-71 through 59106.1, 59-114.1 through 59-114.9 and 59-115 through 59-140.1.	f	1	Va. Acts	1962				422		298	S.B.	64
Va. Acts Index	1960-1965	10	9	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Agricultural cooperative associations, powers; deletes maximum value of annual purchases made for persons who are neither members nor producers. Amending § 13.1-320	f	1	Va. Acts	1964				413		220	S.B.	260
Va. Acts Index	1960-1965	10	10	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Agriculture promotion, including watershed projects; board of supervisors may make expenditures without regard to limitation. Amending § 15-11	f	1	Va. Acts	1960				176		168	H.B.	305
Va. Acts Index	1960-1965	10	11	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Apple Commission, Virginia State; definitions and establishment of districts for purposes of representation on Commission, and basis of representation. Amending §§ 3-513 and 3-514; adding §§ 3-513.1 and 3-513.2.	f	1	Va. Acts	1964				852		578	H.B.	692
Va. Acts Index	1960-1965	10	12	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Apples and peaches; controlled atmosphere storage of, registration of warehouses designed for that purpose, sale and delivery of fruit stored under such conditions, penalties for violations. Adding §§ 3-710 through 3-729	f	1	Va. Acts	1964				281		214	H.B.	187
Va. Acts Index	1960-1965	10	13	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Bang's disease and tuberculosis; unlawful to sell anthrax germs, etc., without approval of State Veterinarian, testing. Amending § 3-592	f	1	Va. Acts	1962				11		11	H.B.	153
Va. Acts Index	1960-1965	10	14	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Clerks of courts; disposition of certain documents and records relating to crop liens and agricultural chattel deeds. Adding §§ 43-27.1 and 43-53.1.	f	1	Va. Acts	1962				171		109	H.B.	273
Va. Acts Index	1960-1965	10	15	AGRICULTURE, HORTICULTURE AND FOOD	Citation	"Electric fences", definition; unlawful to use upon lands used for agricultural purposes without safety device, penalty for violations	f	1	Va. Acts	1960				593		384	S.B.	78
Va. Acts Index	1960-1965	10	16	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Excise tax; peanuts, increasing. Amending § 3-525.11	f	1	Va. Acts	1964				890		609	H.B.	775
Va. Acts Index	1960-1965	10	17	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Fertilizer, commercial; assessment for deficiency in nitrogen, phosphoric acid and potash. Amending § 3-117.19	f	1	Va. Acts	1962				44		29	H.B.	154
Va. Acts Index	1960-1965	11	1	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Hazardous household substances; definitions, rules and regulations governing distribution, sale and packaging, penalties for violations. Adding §§ 3-208.48 through 3-208.59	f	1	Va. Acts	1964				190		128	H.B.	138
Va. Acts Index	1960-1965	11	2	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Ice cream and other frozen products; definitions, ingredients, etc. Adding § 3-451.11:1; amending §§ 3-451.1, 3-451.5, 3-451.6 and 3-451.7; repealing § 3-451.11	f	1	Va. Acts	1962				93		60	H.B.	152
Va. Acts Index	1960-1965	11	3	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Ice cream and other frozen products; length of time pasteurized mix may be kept before freezing, to be established by Virginia Commissioner of Agriculture and Immigration. Amending § 3451.14	f	1	Va. Acts	1960				320		253	H.B.	482
Va. Acts Index	1960-1965	11	4	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Industry of Agriculture, Commission of; creating, membership, terms of office, duties, etc. Adding §§ 3-16.1 through 3-16.4.	f	1	Va. Acts	1962				279		184	H.B.	243
Va. Acts Index	1960-1965	11	5	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Insecticide, Fungicide and Rodenticide Law; terms, ingredient statement, labels, sales, definitions of terms. Amending §§ 3-205, 3-208.1, 3-208.7, 3-208.22 and 3-208.31; adding §§ 3-203.1, 3-203.2 and 3-208.8:1.	f	1	Va. Acts	1960				842		535	H.B.	539
Va. Acts Index	1960-1965	11	6	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Larceny; certain animals and poultry, including ponies within provisions. Amending § 18.1-102	f	1	Va. Acts	1962				17		15	H.B.	167
Va. Acts Index	1960-1965	11	7	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Livestock auction markets and stockyards; bond to accompany license, exceptions. Amending § 3-541	f	1	Va. Acts	1960				318		250	H.B.	453
Va. Acts Index	1960-1965	11	8	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Livestock; commission created to study grading	f	1	Va. Acts	1960				1088			S.J.R.	17
Va. Acts Index	1960-1965	11	9	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Milk and milk products; establishing State-wide uniform standards for the production, processing and distribution, joint adoption of rules and regulations by State Boards of Health and Agriculture and Immigration. Adding §§ 3-400.40 through 3-400.107; repealing §§ 3-384 through 3-400.39, 3-416 through 3-424 and 3424.1 through 3-424.8 (enacted as §§ 3-476.1 through 3-476.8).	f	1	Va. Acts	1962				74		57	H.B.	59
Va. Acts Index	1960-1965	11	10	AGRICULTURE, HORTICULTURE AND FOOD	Citation	Milk Commission; increasing per diem of members. Amending § 3348	f	1	Va. Acts	1960				316		247	H.B.	420
