Index Type	Index Volume	Index Page	Entry Order	Subject	Type	Detail	Detail Prefix Added	Citation Order	Citation Law Type	Citation Year	Citation Session	Citation Session Type	Citation Volume	Citation Page	Citation Page Range	Citation Chapter	Citation Bill Type	Citation Bill Number
Va. Acts Index	1966-1970	85	14	CORPORATION TAXES	Citation	Corporations, foreign; abolishes provisions relating to fees on merger or consolidation. Repealing § 58-447	f	1	Va. Acts	1966				370		205	H.B.	13
Va. Acts Index	1966-1970	85	15	CORPORATION TAXES	Citation	Declarations of estimated income tax by corporations; time of filing, how payment made, penalty and interest for nonpayment, etc., repealing certain procedures relating thereto. Amending § 58-151; adding §§ 58-151.36 through 58-151.41; repealing §§ 58-149 and 58-150	f	1	Va. Acts	1968				30		14	S.B.	92
Va. Acts Index	1966-1970	85	16	CORPORATION TAXES	Citation	Declarations of estimated income tax by insurance companies; definitions of "taxable year" and "license year", when and how filed and paid, payment of license tax, amended declarations, etc. Amending §§ 58-486 through 58-492 and 58-498; adding §§ 58-502.1 through 58502.10	f	1	Va. Acts	1968				23		13	S.B.	91
Va. Acts Index	1966-1970	85	17	CORPORATION TAXES	Citation	Declarations of estimated income tax by public service corporations; definitions of "taxable year" and "tax year", when and how filed and paid, amended declarations, exceptions to applicability of chapter, etc. Adding §§ 58-514.3 through 58-514.12	f	1	Va. Acts	1968				34		15	S.B.	93
Va. Acts Index	1966-1970	85	18	CORPORATION TAXES	Citation	Income tax, State, deductions; include dividends received by a common parent corporation fulfilling specified requirements, upon stock of insurance companies issuing certain kinds of policies or contracts. Amending § 58-81	f	1	Va. Acts	1968				930		629	H.B.	1136
Va. Acts Index	1966-1970	86	1	CORPORATION TAXES	Citation	Public service corporations; local taxation on real and tangible personal property. Adding § 58-514.2.	f	1	Va. Acts	1966				724		539	S.B.	256
Va. Acts Index	1966-1970	86	2	CORPORATION TAXES	Citation	Railroad companies doing business in this State; to pay an additional annual "maximum" State tax "to be fixed by the Corporation Commission not to exceed one hundred and twenty-five thousand dollars in any one year". Amending § 58-664	f	1	Va. Acts	1970				1657		773	H.B.	587
Va. Acts Index	1966-1970	86	3	CORPORATIONS	Citation	Articles of dissolution; includes distribution of "all" assets to "its creditors and stockholders", definition, payment of certain abandoned claims to State Treasurer. Amending § 13.1-89	f	1	Va. Acts	1966				530		343	S.B.	103
Va. Acts Index	1966-1970	86	4	CORPORATIONS	Citation	Auction sales, regulation of; restriction on sale of certain items not applicable to an "established auction company having been in business continuously for five years". Amending § 54-795	f	1	Va. Acts	1968				901		597	H.B.	661
Va. Acts Index	1966-1970	86	5	CORPORATIONS	Citation	Charter fees and authority to transact business in this State in certain cases; abolishes provisions relating thereto. Repealing § 58-449	f	1	Va. Acts	1970				4		2	H.B.	2
Va. Acts Index	1966-1970	86	6	CORPORATIONS	Citation	"College" or "university"; terms not to be used in the title or in connection with the official business of any person, firm, association or corporation unless it awards certain degrees upon satisfactory completion of programs offered. Adding § 23-8.1.	f	1	Va. Acts	1970				664		445	S.B.	339
Va. Acts Index	1966-1970	86	7	CORPORATIONS	Citation	Corporate agents for hospital, medical, surgical or related services not to engage in other business; corporation "may assist in administration of governmental health care programs". Amending § 32-195.15	f	1	Va. Acts	1969				62		26	H.B.	7
Va. Acts Index	1966-1970	86	8	CORPORATIONS	Citation	Corporate names, shall contain the word or "the" abbreviations "Corp.", "Co.", "Inc.", or "Ltd.", which "may be used interchangeably for all purposes". Amending § 13.1-6.	f	1	Va. Acts	1968				352		241	H.B.	779
Va. Acts Index	1966-1970	86	9	CORPORATIONS	Citation	Corporations, formation of, duties of incorporators; deletes requirement to "acknowledge" articles of incorporation before delivery to Corporation Commission. Amending §§ 13.1-48 and 13.1-230	f	1	Va. Acts	1968				67		42	S.B.	194
Va. Acts Index	1966-1970	86	10	CORPORATIONS	Citation	Corporations shall not be organized under the Stock Corporation Act for the purpose of conducting more than one kind of public service business; exceptions include "the water and sewer businesses", which may be combined. Amending § 13.1-50	f	1	Va. Acts	1968				158		110	H.B.	92
Va. Acts Index	1966-1970	86	11	CORPORATIONS	Citation	Corporations, subsidiary; banks permitted to acquire, own and hold the stock, securities, etc., of one or more such corporations, definitions, rules and regulations. Adding § 6.1-58.1.	f	1	Va. Acts	1968				380		270	H.B.	622
Va. Acts Index	1966-1970	86	12	CORPORATIONS	Citation	Credit unions, incorporation of; subject to provisions of the Nonstock Corporation Act, powers, elections, capital and par value shares, investment of funds, etc. Amending §§ 6.1-196, 6.1-197, 6.1-198, 6.1-200, 6.1-201, 6.1-204, 6.1-206, 6.1-207, 6.1-209, 6.1-210, 6.1-211, 6.1-216 through 6.1-219 and 6.1-226; adding §§ 6.1-208.1 through 6.1-208.5; repealing §§ 6.1-202, 6.1-205, 6.1-208, 6.1-214 and 6.1-222.1.	f	1	Va. Acts	1968				800		560	H.B.	55
Va. Acts Index	1966-1970	86	13	CORPORATIONS	Citation	Declarations of estimated income tax by corporations; to be filed if its income tax imposed, reduced by any credits allowable, can be expected to exceed "one" thousand dollars. Amending § 58-151.36	f	1	Va. Acts	1970				1191		588	S.B.	347
Va. Acts Index	1966-1970	86	14	CORPORATIONS	Citation	Dentistry, dental hygenists, certain clinicians, teachers, assistants and employees; permits and certificates to practice, practicing under firm, trade or assumed name, dental service corporations, etc. Amending §§ 32-195.21, 32-195.25, 54-147, 54-152, 54-172, 54-184, 54-200.1 and 54-200.2.	f	1	Va. Acts	1970				1325		639	H.B.	89
Va. Acts Index	1966-1970	86	15	CORPORATIONS	Citation	Directors, corporation; may be not less than three except where all shares are owned entirely by either one or two stockholders. Amending § 13.1-36	f	1	Va. Acts	1968				137		87	S.B.	66
Va. Acts Index	1966-1970	86	16	CORPORATIONS	Citation	Dissenting stockholders of corporations; notice and procedure for receiving fair market values of shares. Amending §§ 13.1-75 and 13.1-78	f	1	Va. Acts	1968				1276		733	H.B.	52
Va. Acts Index	1966-1970	86	17	CORPORATIONS	Citation	Domestic; abolishes provisions relating to payment of franchise tax when in lieu of other taxes. Repealing § 58-457	f	1	Va. Acts	1970				7		6	H.B.	7
Va. Acts Index	1966-1970	87	1	CORPORATIONS	Citation	Domestic and foreign, annual registration fees; deletes exception for certain domestic corporations, exempts liability for nonstock corporations incorporated before nineteen hundred seventy not previously liable. Amending § 58-450	f	1	Va. Acts	1970				320		242	H.B.	743
Va. Acts Index	1966-1970	87	2	CORPORATIONS	Citation	Domestic and foreign; deletes two provisos relating to issuance of increased number of shares to escape an additional charter or entrance fee. Amending § 58-462	f	1	Va. Acts	1970				6		5	H.B.	6
Va. Acts Index	1966-1970	87	3	CORPORATIONS	Citation	Domestic and foreign; failure on two successive annual dates to file an annual report or pay the annual registration fee "before the first day of June" may result in automatic dissolution or revocation of certificate. Amending §§ 13.1-91, 13.1-117, 13.1-254 and 13.1-279	f	1	Va. Acts	1970				5		4	H.B.	4
Va. Acts Index	1966-1970	87	4	CORPORATIONS	Citation	Domestic, charter fees; certain incorporated under the Nonstock Corporation Act, to pay "twenty-five dollars". Amending § 58-443	f	1	Va. Acts	1970				195		157	H.B.	742
Va. Acts Index	1966-1970	87	5	CORPORATIONS	Citation	Foreign; abolishes provisions relating to fees on merger or consolidation. Repealing § 58-447	f	1	Va. Acts	1966				370		205	H.B.	13
Va. Acts Index	1966-1970	87	6	CORPORATIONS	Citation	Hospital authorities; to have same powers granted to corporations under the provisions of § 13.1-205.1. Adding § 32-240.1.	f	1	Va. Acts	1970				1146		554	H.B.	1087
Va. Acts Index	1966-1970	87	7	CORPORATIONS	Citation	Income tax, State; provides for an election as to recognition of gain in certain liquidations of corporations. Adding § 58-86.1:5.	f	1	Va. Acts	1966				735		554	S.B.	355
Va. Acts Index	1966-1970	87	8	CORPORATIONS	Citation	Incorporation of special kinds of business; special provisions covering certain public service companies and water or sewer companies serving more than fifty customers. Amending § 13.1-50	f	1	Va. Acts	1970				177		127	H.B.	5
Va. Acts Index	1966-1970	87	9	CORPORATIONS	Citation	Industrial development authorities; includes provisions, conditions and restrictions relating to foreign trade zones under Industrial Development and Revenue Bond Act. Amending §§ 15.1-1378, 62.1-160 and 62.1-162	f	1	Va. Acts	1970				1228		598	S.B.	457
Va. Acts Index	1966-1970	87	10	CORPORATIONS	Citation	Insurance companies, domestic, foreign and mutual; amount of capital and surplus required for licensing, certain exceptions. Amending §§ 38.1-88 through 38.1-91, 38.1-93 through 38.1-95.1 and 38.1-97	f	1	Va. Acts	1966				781		580	H.B.	115
Va. Acts Index	1966-1970	87	11	CORPORATIONS	Citation	Investment companies and real estate investment trusts; defines income and principal in regard to certain distributions. Amending § 55-257	f	1	Va. Acts	1966				686		506	H.B.	686
Va. Acts Index	1966-1970	87	12	CORPORATIONS	Citation	Mutual insurance companies and societies; certain may not become stock companies without approval of Corporation Commission. Amending § 38.1-79	f	1	Va. Acts	1970				1313		636	S.B.	495
Va. Acts Index	1966-1970	87	13	CORPORATIONS	Citation	Nonstock corporation, powers under Nonstock Corporation Act; when private foundations must distribute their income for each taxable year. Amending § 13.1-205	f	1	Va. Acts	1970				1141		549	H.B.	1016
Va. Acts Index	1966-1970	87	14	CORPORATIONS	Citation	Nonstock corporations; amendment of articles of incorporation requires "two-thirds" of directors in office where there are no members having voting rights. Amending § 13.1-237	f	1	Va. Acts	1966				385		218	H.B.	117
Va. Acts Index	1966-1970	87	15	CORPORATIONS	Citation	Nonstock corporations; insurance, pension, profit-sharing programs, etc., for employees, provisions for indemnification of officers, directors, employees and agents. Amending § 13.1-205; adding § 13.1-205.1.	f	1	Va. Acts	1968				1229		689	H.B.	899
Va. Acts Index	1966-1970	87	16	CORPORATIONS	Citation	Optometric Association; group of licensed optometrists may organize a nonstock, nonprofit optometric service plan corporation	f	1	Va. Acts	1968				1240		698	H.B.	1061
Va. Acts Index	1966-1970	87	17	CORPORATIONS	Citation	Partnership agreements or joint ventures; "public service companies" may not enter into, except railroads "which shall have power given other corporations Amending § 13.1-3.	f	1	Va. Acts	1970				236		184	H.B.	285
Va. Acts Index	1966-1970	87	18	CORPORATIONS	Citation	Professional corporations; definitions, provisions covering organization, regulation, officers, employees, shareholders, etc. Adding §§ 13.1-542 through 13.1-556	f	1	Va. Acts	1970				89		77	H.B.	231
Va. Acts Index	1966-1970	87	19	CORPORATIONS	Citation	Quorum of directors of corporation; "greater number" may be required by articles of incorporation. Amending § 13.1-39	f	1	Va. Acts	1966				231		131	H.B.	435
Va. Acts Index	1966-1970	87	20	CORPORATIONS	Citation	Securities Act; amending definitions, registration of certain securities exempted. Amending §§ 13.1-501 and 13.1-514	f	1	Va. Acts	1966				353		186	S.B.	102
Va. Acts Index	1966-1970	87	21	CORPORATIONS	Citation	Securities exempt from registration with Corporation Commission; deletes those guaranteed by certain credit unions or industrial loan associations. Amending § 13.1-514	f	1	Va. Acts	1970				356		286	S.B.	268
Va. Acts Index	1966-1970	88	1	CORPORATIONS	Citation	Social, patriotic and benevolent societies, certain incorporated by General Assembly prior to nineteen hundred; charters in full force and effect but requires compliance with statutes relating to filing of certain reports	f	1	Va. Acts	1966				582		387	S.B.	365
Va. Acts Index	1966-1970	88	2	CORPORATIONS	Citation	Stock and nonstock corporations; involuntary dissolution, procedure for reinstatement. Amending §§ 13.1-93 and 13.1-256	f	1	Va. Acts	1968				165		116	H.B.	427
Va. Acts Index	1966-1970	88	3	CORPORATIONS	Citation	Stock Corporation Act; provisions shall apply to all stock savings and loan associations in all cases not inconsistent with provisions of chapter, "except that the provisions of § 13.1-75 shall not apply". Amending § 6.1-131	f	1	Va. Acts	1970				614		399	H.B.	552
Va. Acts Index	1966-1970	88	4	CORPORATIONS	Citation	Stock corporations, boards of directors; how office of director "may" be filled, number or percentage to constitute a quorum. Amending § 13.1-149	f	1	Va. Acts	1968				369		254	H.B.	553
Va. Acts Index	1966-1970	88	5	CORPORATIONS	Citation	Stock corporations, certificates of merger or consolidation; deletes five day waiting period before issuance of certificate by Corporation Commission. Amending § 13.1-73	f	1	Va. Acts	1968				163		114	H.B.	225
Va. Acts Index	1966-1970	88	6	CORPORATIONS	Citation	Stock corporations, domestic, merger of subsidiary; manner and basis of converting shares of subsidiary not owned by surviving corporation. Amending § 13.1-76	f	1	Va. Acts	1968				164		115	H.B.	256
Va. Acts Index	1966-1970	88	7	CORPORATIONS	Citation	Stock corporations; fractional shares may not be issued "except in case of open-end investment trust". Amending § 13.1-21	f	1	Va. Acts	1966				648		466	S.B.	213
Va. Acts Index	1966-1970	88	8	CORPORATIONS	Citation	Stock corporations; jurisdiction of court to liquidate assets and business or "appoint a custodian" in certain cases. Amending § 13.1-94	f	1	Va. Acts	1968				160		112	H.B.	94
Va. Acts Index	1966-1970	88	9	CORPORATIONS	Citation	Stock corporations, mergers and consolidations; manner and basis of converting shares. Amending §§ 13.1-68 and 13.1-69	f	1	Va. Acts	1968				159		111	H.B.	93
Va. Acts Index	1966-1970	88	10	CORPORATIONS	Citation	Stock corporations, miscellaneous charges collected by Corporation Commission; include fee for "making up, certifying and transmitting a record on appeal". Amending § 13.1-124	f	1	Va. Acts	1970				5		3	H.B.	3
Va. Acts Index	1966-1970	88	11	CORPORATIONS	Citation	Stock corporations; powers include payment of certain bonds or other obligations, "joint ventures or other associations" with other corporations, indemnification of officers, directors, employees and agents, insurance on their behalf. Amending § 13.1-3; adding § 13.1-3.1.	f	1	Va. Acts	1968				824		570	H.B.	96
Va. Acts Index	1966-1970	88	12	CORPORATIONS	Citation	Stock corporations, sale, mortgage or other disposition of assets; effect of transactions authorized and consummated pursuant to section, rights of stockholders of corporations involved. Amending § 13.1-77	f	1	Va. Acts	1968				156		109	H.B.	53
Va. Acts Index	1966-1970	88	13	CORPORATIONS	Citation	Take-Over-Bid Disclosure Act; definition relating to "exempt offer", disclosure of certain information to Corporation Commission, hearing and investigations. Amending §§ 13.1-529, 13.1-531 and 13.1-534	f	1	Va. Acts	1970				1119		527	H.B.	752
Va. Acts Index	1966-1970	88	14	CORPORATIONS	Citation	Take-Over-Bid Disclosure Act; regulating certain offers to purchase securities of Virginia stock corporations, penalties for violations. Adding §§ 13.1-528 through 13.1-541	f	1	Va. Acts	1968				167		119	H.B.	681
Va. Acts Index	1966-1970	88	15	CORPORATIONS	Citation	Usury; corporations, partnerships, professional associations, etc., not allowed to plead same. Amending § 6.1-327	f	1	Va. Acts	1970				310		234	H.B.	520
Va. Acts Index	1966-1970	88	16	CORPORATIONS	Citation	Venue of actions and suits against any county or corporation; provisions include damages for personal injury or property damage. Amending § 8-38	f	1	Va. Acts	1968				496		386	S.B.	296
Va. Acts Index	1966-1970	88	17	CORPS OF ENGINEERS, UNITED STATES ARMY	See	See: "United States Government"	f	1										
Va. Acts Index	1966-1970	88	18	CORRECTIONAL FIELD UNITS, BUREAU OF	See	See: "Prisons and Other Methods of Correction"	f	1										
Va. Acts Index	1966-1970	88	19	COSMETOLOGISTS	See	See: "Professions and Occupations"	f	1										
Va. Acts Index	1966-1970	89	1	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Accountancy, State Board of; per diem for each member shall be "twentyfive" dollars for each day spent in service of Board. Amending § 54-98	f	1	Va. Acts	1968				314		217	H.B.	394
Va. Acts Index	1966-1970	89	2	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Apprenticeship Council; per diem for each member shall be "twenty" dollars for each day or part thereof in service of Council. Amending § 40-123	f	1	Va. Acts	1968				383		273	H.B.	665
Va. Acts Index	1966-1970	89	3	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Architects, Professional Engineers and Land Surveyors, State Board for the Examination and Certification of; per diem for each member shall be "twenty-five" dollars for each day spent in service of Board. Amending § 54-24	f	1	Va. Acts	1968				313		215	H.B.	392
Va. Acts Index	1966-1970	89	4	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Attorney's fees, tax as costs on forfeited recognizances; includes "political subdivision" in award of judgment, disposition of fees. Amending § 14.1-122	f	1	Va. Acts	1966				412		236	H.B.	235
Va. Acts Index	1966-1970	89	5	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Bail, release by justice of the peace and bail commissioners of persons charged with certain crimes; prescribes conditions, procedures and fees, includes "releasing a person on his own recognizance" without security. Amending §§ 14.1-128, 19.1-109, 19.1-110, 19.1-116 and 19.1124	f	1	Va. Acts	1966				699		521	S.B.	67
Va. Acts Index	1966-1970	89	6	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Bar examiners, State Board of; per diem for members increased to "fifty" dollars. Amending § 54-58	f	1	Va. Acts	1970				330		255	S.B.	396
Va. Acts Index	1966-1970	89	7	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Bar Examiners, State Board of; per diem for members increased to "forty" dollars. Amending § 54-58	f	1	Va. Acts	1966				65		25	S.B.	5
Va. Acts Index	1966-1970	89	8	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Boards and commissions, State, per diem compensation of members; Virginia Advisory Legislative Council to study and report on matters relating thereto	f	1	Va. Acts	1966				1604			S.J.R.	16
Va. Acts Index	1966-1970	89	9	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Budgetary year change from calendar year to fiscal year; provisions covering effect on Compensation Board and salaries and allowances of certain State and local officials. Amending §§ 14.1-50, 14.1-51 and 14.1-66	f	1	Va. Acts	1966				1170		688	H.B.	446
Va. Acts Index	1966-1970	89	10	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Circuit court clerks; compensation for those in Campbell and Montgomery Counties shall not exceed "nine thousand five hundred dollars". Amending § 14.1-143	f	1	Va. Acts	1968				895		591	H.B.	550
Va. Acts Index	1966-1970	89	11	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Circuit court, compensation of deputy clerk; Wise County authorized to contribute funds from general county levy, validating prior payments. Amending § 14.1-166	f	1	Va. Acts	1966				594		406	S.B.	461
Va. Acts Index	1966-1970	89	12	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Circuit court, salaries of deputy clerks and employees; "Hanover" County included within provisions to contribute towards compensation of same. Amending §§ 14.1-166 and 14.1-167	f	1	Va. Acts	1970				1133		542	H.B.	920
Va. Acts Index	1966-1970	89	13	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Circuit courts, county, salaries of deputy "clerks"; compensation from the general county levy to include Russell and Dickenson Counties. Amending §§ 14.1-166 and 14.1-167	f	1	Va. Acts	1968				700		488	S.B.	46
Va. Acts Index	1966-1970	89	14	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Circuit or other courts of record, clerks; fees charged plaintiff in all chancery causes shall be "twenty-five" dollars. Amending § 14.1-113	f	1	Va. Acts	1970				1467		693	H.B.	716
Va. Acts Index	1966-1970	89	15	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	City officials, salaries; Alexandria City may supplement. Adding § 14.111.2.	f	1	Va. Acts	1966				200		104	H.B.	143
Va. Acts Index	1966-1970	89	16	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Civil proceedings; fees for certain court and justice of the peace services increased to three dollars "and twenty-five cents", increases fee for issuing officer. Amending § 14.1-125	f	1	Va. Acts	1970				1162		569	S.B.	132
Va. Acts Index	1966-1970	89	17	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Clerks of courts of record, including Petersburg City, sheriff of Richmond City and certain city sergeants, salaries and supplementary compensation; officers in counties having county manager form of government, deletes provisions relating to counties and cities of specified population, exceptions. Amending § 14.1-143	f	1	Va. Acts	1970				1468		694	H.B.	717
Va. Acts Index	1966-1970	89	18	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Code Commission; members increased to "two" each from the Senate and House, per diem increased to "twenty-five" dollars. Amending §§ 9-67 and 9-68	f	1	Va. Acts	1966				1426		718	H.B.	870
Va. Acts Index	1966-1970	89	19	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Commonwealth's Attorneys, salaries; increases limit in certain counties and cities. Amending § 14.1-53	f	1	Va. Acts	1966				453		279	H.B.	444
Va. Acts Index	1966-1970	89	20	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Commonwealth's Attorneys, salaries; increases limit in certain counties and cities. Amending § 14.1-53	f	1	Va. Acts	1970				1143		551	H.B.	1043
Va. Acts Index	1966-1970	90	1	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Constitutional officers; Fredericksburg City authorized to pay salaries biweekly	f	1	Va. Acts	1968				503		394	S.B.	354
Va. Acts Index	1966-1970	90	2	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Constitutional officers, local; Virginia Advisory Legislative Council to make a comprehensive study of the laws relating to compensation of same	f	1	Va. Acts	1970				1754			S.J.R.	26
Va. Acts Index	1966-1970	90	3	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Corporation Commission; fees charged by Clerk of Commission for certain certificates. Adding § 12-41.2.	f	1	Va. Acts	1966				533		345	S.B.	119
Va. Acts Index	1966-1970	90	4	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	County and city officers, salaries; local governing bodies may supplement above amounts established in title, abolishing certain provisions relating to same. Adding § 14.1-11.4; repealing §§ 14.1-11 and 14.1-11.3.	f	1	Va. Acts	1970				193		153	H.B.	681
Va. Acts Index	1966-1970	90	5	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	County board members and chairman, salaries; increased in Arlington County. Amending § 15.1-694	f	1	Va. Acts	1970				262		205	S.B.	66
Va. Acts Index	1966-1970	90	6	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	County clerk, Fauquier County; annual allowance to be "fifteen hundred" to twenty-five hundred dollars. Amending § 14.1-164	f	1	Va. Acts	1966				87		38	H.B.	73
Va. Acts Index	1966-1970	90	7	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	County clerks; annual allowances increased in Amelia, Amherst, Bedford, Chesterfield, Lee, Loudoun, Louisa and Nelson Counties. Amending § 14.1-164	f	1	Va. Acts	1968				367		253	H.B.	549
Va. Acts Index	1966-1970	90	8	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	County clerks, salaries; governing body to determine same not to exceed five thousand dollars, exception. Adding § 14.1-164.1; repealing § 14.1-164	f	1	Va. Acts	1970				323		246	H.B.	990
Va. Acts Index	1966-1970	90	9	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	County court, salaries of "clerks and deputy clerks"; supplementation in certain counties. Amending § 16.1-43.2.	f	1	Va. Acts	1968				491		376	S.B.	246
Va. Acts Index	1966-1970	90	10	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	County employees, salaries; Roanoke County authorized to supplement same above the amounts allowed by the State Compensation Board	f	1	Va. Acts	1970				1636		767	H.B.	107
Va. Acts Index	1966-1970	90	11	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Court appointed counsel; compensation increased to defend certain offenses, payment of expenses. Amending §§ 14.1-184 and 19.1-241.5.	f	1	Va. Acts	1968				696		481	S.B.	2
Va. Acts Index	1966-1970	90	12	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Court clerks, salaries; maximum compensation increased to "fourteen" thousand five hundred dollars in Chesapeake City. Amending § 14.1144	f	1	Va. Acts	1966				222		125	H.B.	190
Va. Acts Index	1966-1970	90	13	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Court clerks, salaries; maximum compensation increased to "sixteen" thousand five hundred dollars in Chesapeake City. Amending § 14.1144	f	1	Va. Acts	1970				230		179	H.B.	162
Va. Acts Index	1966-1970	90	14	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Courts of limited jurisdiction; salaries of clerks increased to "ten thousand" dollars annually. Amending § 14.1-153	f	1	Va. Acts	1966				1061		674	H.B.	272
Va. Acts Index	1966-1970	90	15	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Courts of record, clerks' fees increased for certain services rendered; includes recording of any writing, "fiduciary accounts", plats, estates, bonds and actions at law, deletes fee for marriage licenses reported. Amending § 14.1-112	f	1	Va. Acts	1970				1114		522	H.B.	715
Va. Acts Index	1966-1970	90	16	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Courts of record, clerks' fees; deletes additional charge for typewritten single space records, disallows fee for "filing of a cross-claim, counter-claim, or set-off in any pending action". Amending §§ 14.1112 and 14.1-113	f	1	Va. Acts	1966				382		217	H.B.	106
Va. Acts Index	1966-1970	90	17	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Courts of record, clerks in Petersburg City; compensation to be "an annual salary equal to the maximum compensation allowable under the general law for such year...' " Amending § 14.1-149	f	1	Va. Acts	1970				602		379	H.B.	257
Va. Acts Index	1966-1970	90	18	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Courts of record, clerks, maximum annual compensation; deletes population reference pertaining to certain counties and cities. Amending § 14.1-143	f	1	Va. Acts	1966				596		409	H.B.	582
Va. Acts Index	1966-1970	90	19	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Courts of record, clerks; Richmond and Norfolk Cities authorized to pay for services rendered to public, a sum not to exceed "five thousand" dollars. Amending § 14.1-119	f	1	Va. Acts	1968				530		429	H.B.	129
Va. Acts Index	1966-1970	90	20	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Courts of record in Richmond City; amount and provisions for compensation for clerks. Adding § 14.1-144.1.	f	1	Va. Acts	1970				604		382	H.B.	292
Va. Acts Index	1966-1970	90	21	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Courts of record, clerks; salaries increased by twenty per centum, maximum. Adding § 14.1-155.1.	f	1	Va. Acts	1966				926		597	H.B.	460
Va. Acts Index	1966-1970	90	22	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Dog wardens and deputies; appointment by "governing body" of counties, except in Lee, Wise, Dickenson, Russell and Pittsylvania Counties, appointment to be made by judge of circuit court, disposition of dog license taxes for salaries. Amending § 29-184.2; repealing § 29-184.3.	f	1	Va. Acts	1970				158		112	H.B.	312
Va. Acts Index	1966-1970	91	1	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Education, State Board of; provisions for per diem and such other reasonable expenses while attending meetings of Board. Amending § 22-20	f	1	Va. Acts	1968				1332		739	H.B.	334
Va. Acts Index	1966-1970	91	2	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Escheators' fees; to be approved by State Comptroller, not to exceed ten percent of value of recovered property. Amending § 55-197	f	1	Va. Acts	1966				426		251	H.B.	297
Va. Acts Index	1966-1970	91	3	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Executive Mansion, operation of; personnel necessary for same shall be furnished by Director of Engineering and Buildings. Amending § 2.1-87 and 14.1-13	f	1	Va. Acts	1970				334		260	S.B.	44
Va. Acts Index	1966-1970	91	4	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Fairfax County Industrial Development Authority; maximum compensation for members and chairman of Commission	f	1	Va. Acts	1968				432		322	H.B.	959
Va. Acts Index	1966-1970	91	5	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	Fees taxed as costs in criminal proceedings; shall be paid to certain nonsalaried officers by clerk of court. Amending § 14.1-86	f	1	Va. Acts	1966				580		384	S.B.	351
Va. Acts Index	1966-1970	91	6	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	General Assembly members and officers; "expense allowances" increased, to be "payable semiannually". Amending § 14.1-17	f	1	Va. Acts	1968				922		618	H.B.	958
Va. Acts Index	1966-1970	91	7	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	General Assembly members and presiding officers, compensation; "annual" expense allowances increased, payable "monthly", deletes compensation provided by appropriation act to President of Senate. Amending § 14.1-17	f	1	Va. Acts	1970				1012		477	H.B.	126
Va. Acts Index	1966-1970	91	8	COSTS, FEES, SALARIES AND ALLOWANCES	Citation	General Assembly members, legislative committees, etc.; mileage compensation increased to "nine" cents per mile. Amending §§ 14.1-9 and 14.1-19	f	1	Va. Acts	1969				5		4	H.B.	5
